"Freq [GHz]","dB(S(1,1)) []"
3.902,-6.79101548570062
3.911,-6.78886375264672
3.92,-6.78852221110952
3.929,-6.78988413111011
3.938,-6.7928480624076
3.947,-6.79731758374295
3.956,-6.8032010625601
3.965,-6.81041142542085
3.974,-6.81886593929626
3.983,-6.82848600389269
3.992,-6.83919695515548
4.001,-6.85092788008838
4.01,-6.86361144303303
4.019,-6.87718372357014
4.028,-6.89158406623335
4.037,-6.90675494226947
4.046,-6.92264182373423
4.055,-6.93919307028403
4.064,-6.95635982911083
4.073,-6.97409594857255
4.082,-6.99235790619555
4.091,-7.0111047518738
4.1,-7.03029806726034
4.109,-7.04990194254858
4.118,-7.06988297207386
4.127,-7.0902102704367
4.136,-7.11085551116289
4.145,-7.13179299027837
4.154,-7.15299971759636
4.163,-7.17445553899816
4.172,-7.1961432935477
4.181,-7.21804900992246
4.19,-7.2401621473832
4.199,-7.2624758873524
4.208,-7.28498748264144
4.217,-7.30769867247136
4.226,-7.33061617268517
4.235,-7.35375225196167
4.244,-7.37712540641857
4.253,-7.40076114673813
4.262,-7.4246929138509
4.271,-7.44896314124781
4.28,-7.47362448410776
4.289,-7.49874123754178
4.298,-7.52439096823244
4.307,-7.55066638537985
4.316,-7.57767747785153
4.325,-7.60555394433126
4.334,-7.6344479414535
4.343,-7.66453717053385
4.352,-7.6960283153936
4.361,-7.72916083036672
4.37,-7.76421105683161
4.379,-7.80149661593234
4.388,-7.84138098134211
4.397,-7.884278075192
4.406,-7.93065664842802
4.415,-7.98104409962678
4.424,-8.03602925017779
4.433,-8.09626342724354
4.442,-8.1624590116152
4.451,-8.23538439505443
4.46,-8.31585408130276
4.469,-8.40471249218921
4.478,-8.50280995997114
4.487,-8.61096947529523
4.496,-8.72994311153837
4.505,-8.8603577626
4.514,-9.00265099828016
4.523,-9.15699949211257
4.532,-9.323244543579
4.541,-9.50082148519097
4.55,-9.68870184508193
4.559,-9.88535847936516
4.568,-10.0887638724832
4.577,-10.2964298859996
4.586,-10.5054931626171
4.595,-10.7128443994136
4.604,-10.9152926372131
4.613,-11.1097489689565
4.622,-11.2934093162083
4.631,-11.4639146139371
4.64,-11.6194695787616
4.649,-11.7589077904095
4.658,-11.8816995655016
4.667,-11.9879078960011
4.676,-12.0781045261799
4.685,-12.1532617987557
4.694,-12.2146360373284
4.703,-12.2636556942261
4.712,-12.3018234976679
4.721,-12.3306375825143
4.73,-12.3515329487943
4.739,-12.365841984973
4.748,-12.3747712691946
4.757,-12.379391242319
4.766,-12.3806353620648
4.775,-12.3793057353101
4.784,-12.3760827784062
4.793,-12.3715370338877
4.802,-12.366141796653
4.811,-12.3602856379702
4.82,-12.3542842540164
4.829,-12.3483913149932
4.838,-12.3428081658164
4.847,-12.3376923460709
4.856,-12.3331649701889
4.865,-12.3293170510692
4.874,-12.3262148713148
4.883,-12.3239045132422
4.892,-12.3224156570315
4.901,-12.3217647495253
4.91,-12.3219576367011
4.919,-12.3229917423437
4.928,-12.3248578649285
4.937,-12.3275416547762
4.946,-12.331024824453
4.955,-12.3352861373077
4.964,-12.3403022119647
4.973,-12.3460481744907
4.982,-12.3524981847388
4.991,-12.3596258589546
5,-12.367404607002
